YearRemodAdd,YearBuilt,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,Neighborhood,ExterQual,BsmtQual,KitchenQual,GarageFinish,FullBath,GarageType,MSSubClass,Foundation,FireplaceQu,Fireplaces,TotRmsAbvGrd,HeatingQC,SalePrice
1997,1974,1548,1522,624,2,2614,6,NWAmes,TA,TA,TA,RFn,2,Attchd,60,CBlock,TA,1,9,TA,240000
1977,1977,980,980,484,2,980,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,TA,135000
2000,2000,756,756,440,2,1512,6,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,TA,1,4,Ex,168500
1972,1972,1012,732,484,2,1790,6,NWAmes,TA,TA,TA,RFn,1,Attchd,60,CBlock,TA,1,8,Gd,165150
1962,1962,1116,1116,440,2,1116,6,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,160000
1978,1960,1422,978,286,1,1422,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,TA,1,6,TA,139900
1972,1955,1520,1156,364,1,1520,6,NAmes,TA,TA,TA,RFn,1,Basment,80,CBlock,Gd,2,7,Ex,153000
1969,1969,1040,1040,504,2,2080,5,NAmes,TA,Gd,Fa,Unf,1,Attchd,60,PConc,TA,2,9,TA,135000
1964,1964,1350,1248,520,2,1350,6,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,,0,6,TA,168500
1991,1880,1089,636,240,1,1750,5,OldTown,TA,Fa,Ex,Unf,1,Detchd,70,BrkTil,,0,8,TA,124000
2006,2006,1554,1554,627,2,1554,8,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,209500
1977,1977,1411,1386,544,2,1411,7,NWAmes,TA,TA,TA,Fin,2,Attchd,20,CBlock,TA,1,6,TA,82500
2005,1954,1056,1056,260,1,1056,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,139400
1980,1980,1056,1056,576,2,1056,6,OldTown,TA,TA,TA,Unf,0,Detchd,90,CBlock,,0,4,Gd,144000
1995,1914,1440,1440,0,0,3395,6,SWISU,Fa,TA,Fa,,2,,190,CBlock,,0,14,Ex,200000
1950,1936,800,264,0,0,800,2,BrkSide,Fa,TA,Fa,,1,,30,BrkTil,Po,1,4,Fa,60000
1954,1954,811,811,256,1,1387,5,OldTown,TA,TA,Gd,Unf,2,BuiltIn,190,CBlock,,0,7,TA,93000
1950,1910,796,796,0,0,796,5,Edwards,TA,Fa,TA,,1,,30,CBlock,,0,4,Gd,85000
2006,2006,1567,1520,648,3,1567,8,Blmngtn,Gd,Gd,Ex,Fin,2,Attchd,120,PConc,Gd,1,7,Ex,264561
2004,2003,1518,1518,588,2,1518,8,NridgHt,Ex,Ex,Ex,RFn,1,Attchd,120,PConc,Gd,1,6,Ex,274000
2001,2001,1057,1057,650,2,1929,7,Somerst,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,7,Ex,226000
1995,1972,2000,1952,538,2,2704,8,NAmes,Gd,Gd,Ex,Fin,2,Attchd,80,CBlock,TA,3,9,Gd,345000
1969,1969,780,780,462,2,1620,5,NWAmes,TA,TA,TA,Fin,2,Attchd,60,CBlock,,0,7,Ex,152000
2009,2009,1766,1766,478,3,1766,9,Somerst,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,370878
1971,1971,981,981,576,2,981,6,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,143250
1950,1950,1048,0,420,2,1048,5,NAmes,TA,,TA,Unf,1,Detchd,20,CBlock,,0,7,Gd,98300
1953,1953,1094,1094,495,2,1094,6,Edwards,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,2,5,Ex,155000
1966,1966,1051,756,442,2,1839,6,NAmes,TA,TA,TA,Unf,1,Attchd,60,CBlock,TA,1,7,TA,155000
1970,1970,630,630,0,0,630,4,MeadowV,TA,Gd,TA,,1,,180,CBlock,,0,3,Gd,84500
2007,2007,822,813,562,2,1665,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,205950
1950,1940,755,755,296,1,1510,4,Edwards,TA,TA,TA,Unf,1,Detchd,70,CBlock,Gd,1,7,TA,108000
1996,1996,909,880,512,2,1716,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,191000
1995,1906,756,756,216,1,1469,6,IDOTRR,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,7,Ex,135000
1995,1995,2113,2109,839,3,2113,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,350000
1971,1971,525,525,264,1,1092,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,6,TA,88000
2006,1959,1053,1053,312,1,1053,5,NAmes,Gd,TA,Gd,RFn,1,Attchd,20,CBlock,,0,5,Ex,145500
2000,1931,851,776,270,1,1502,7,Crawfor,TA,Gd,TA,RFn,1,Attchd,70,BrkTil,Gd,1,6,TA,149000
1950,1948,912,912,330,1,1458,6,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,Gd,1,6,TA,97500
1999,1964,1486,1486,480,2,1486,5,Edwards,TA,TA,TA,Fin,1,Detchd,20,PConc,,0,7,Ex,167000
1976,1976,1142,793,550,2,1935,7,NWAmes,TA,Gd,TA,RFn,2,Attchd,60,CBlock,TA,1,7,TA,197900
2005,1994,1686,1629,711,3,2448,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,402000
1968,1968,1392,1392,576,2,1392,6,NAmes,TA,Fa,TA,RFn,1,Attchd,20,CBlock,TA,2,5,Gd,110000
1972,1972,1181,1138,588,2,1181,4,Edwards,TA,Gd,TA,RFn,2,Detchd,85,CBlock,,0,6,TA,137500
2006,2005,2097,2077,1134,3,2097,8,Somerst,Gd,Ex,Ex,Fin,1,Attchd,20,PConc,Ex,1,8,Ex,423000
2000,2000,1454,1406,504,2,1936,8,Gilbert,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,230500
1979,1965,1465,1021,596,2,2380,6,NAmes,TA,Gd,TA,Unf,2,CarPort,60,CBlock,Po,1,7,TA,129000
1998,1994,1679,1408,575,2,1679,6,SawyerW,TA,Gd,Gd,RFn,2,Attchd,20,PConc,Fa,1,7,Ex,193500
1987,1956,1437,1188,576,2,1437,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,TA,1,6,Gd,168000
1950,1922,1180,700,252,1,1180,4,Crawfor,TA,Fa,Fa,Unf,1,Detchd,30,BrkTil,Gd,1,5,Ex,137500
2005,2005,738,738,540,2,1476,6,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,,0,7,Ex,173500
1950,1925,697,672,300,1,1369,6,Edwards,TA,TA,TA,Unf,2,Detchd,70,BrkTil,,0,6,TA,103600
1977,1977,1208,1208,546,2,1208,6,Veenker,Gd,Gd,TA,RFn,1,Attchd,20,CBlock,TA,1,6,TA,165000
2004,1957,1839,1477,416,2,1839,6,Crawfor,TA,TA,Gd,Fin,2,Attchd,20,PConc,TA,2,7,Ex,257500
1965,1965,1136,1136,384,1,1136,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,1,5,TA,140000
1978,1978,855,855,440,2,1441,6,NPkVill,TA,TA,TA,Unf,2,Attchd,160,CBlock,TA,1,7,TA,148500
1950,1900,1095,1095,779,3,1774,4,OldTown,TA,TA,TA,Unf,2,2Types,70,BrkTil,,0,8,Fa,87000
2006,1924,792,768,240,1,792,5,OldTown,Gd,TA,Gd,Unf,1,Detchd,30,BrkTil,,0,5,Ex,109500
2008,2008,2046,2046,834,3,2046,8,StoneBr,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,372500
1961,1961,988,988,572,2,988,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,128500
1980,1980,923,923,264,1,923,6,SawyerW,TA,Gd,TA,RFn,2,Attchd,120,CBlock,TA,1,5,TA,143000
2000,1932,848,793,281,1,1520,5,SWISU,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,6,Ex,159434
1997,1996,1291,1291,431,2,1291,6,ClearCr,TA,Gd,Gd,Unf,1,Attchd,120,PConc,Gd,1,6,Ex,173000
2002,2002,1668,1626,702,3,1668,9,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,285000
1998,1998,1195,1195,486,2,1839,7,NoRidge,Gd,Gd,TA,Fin,2,Attchd,60,PConc,,0,7,Gd,221000
1984,1984,1190,1190,577,2,2090,7,StoneBr,Gd,Gd,Gd,Fin,2,Attchd,160,CBlock,TA,1,6,Gd,207500
2007,2007,874,874,578,2,1761,7,Somerst,Gd,Gd,Gd,Fin,3,Attchd,60,PConc,,0,7,Ex,227875
2004,2004,551,551,480,2,1102,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,4,Ex,148800
2007,2007,1419,1419,567,2,1419,8,StoneBr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,392000
2006,2005,1362,1362,460,2,1362,6,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,194700
2004,2004,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,RFn,1,Attchd,120,PConc,TA,1,3,Ex,141000
1995,1994,2444,2444,832,3,4316,10,NoRidge,Ex,Ex,Ex,Fin,3,Attchd,60,PConc,Ex,2,10,Ex,755000
1990,1989,1238,1210,628,2,2519,7,Timber,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,2,9,Ex,335000
1968,1921,1073,1073,326,1,1073,5,OldTown,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,4,Ex,108480
1950,1936,1067,927,576,2,1539,5,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,5,TA,141500
1987,1987,1137,1112,551,2,1137,6,Timber,TA,Gd,Gd,Unf,2,Attchd,20,CBlock,TA,1,5,Gd,176000
1950,1921,616,616,205,1,616,5,BrkSide,TA,TA,TA,Unf,1,Detchd,30,CBlock,,0,4,Gd,89000
1952,1952,1148,980,308,1,1148,5,Edwards,TA,Ex,TA,Unf,1,Detchd,20,PConc,,0,6,Fa,123500
2009,1965,894,894,336,1,894,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,Gd,1,5,Ex,138500
2004,2004,1391,1391,530,2,1391,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,,0,5,Ex,196000
2002,2002,1800,1800,765,3,1800,8,Timber,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,312500
1969,1969,1164,1164,528,2,1164,7,NWAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,140000
2006,2006,1264,1234,666,3,2576,8,StoneBr,Ex,Ex,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,10,Ex,361919
1996,1900,1032,360,672,2,1812,5,OldTown,TA,Gd,Gd,Unf,2,Detchd,190,BrkTil,Po,1,8,Gd,140000
2005,2004,1484,1473,606,2,1484,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,213000
1950,1930,372,0,0,0,1092,4,IDOTRR,Fa,,Fa,,2,,190,Slab,,0,7,Fa,55000
2002,1971,1824,1643,739,2,1824,7,ClearCr,TA,Gd,Gd,Unf,2,Attchd,20,CBlock,TA,2,5,TA,302000
2006,2006,1324,1324,550,2,1324,8,NridgHt,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,6,Ex,254000
2007,2007,728,728,400,2,1456,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,179540
1966,1966,904,876,408,1,904,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,PConc,,0,6,TA,109900
2003,1935,729,270,0,0,729,3,BrkSide,Gd,TA,TA,,1,,30,CBlock,,0,5,Gd,52000
1950,1900,859,859,384,1,1178,4,IDOTRR,TA,TA,TA,RFn,1,Detchd,50,Stone,,0,7,Gd,102776
1989,1988,1228,1228,472,2,1228,8,StoneBr,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,5,Gd,189000
1970,1970,960,960,576,2,960,4,BrkSide,TA,TA,TA,Unf,1,Detchd,190,CBlock,,0,6,TA,129000
2005,1976,725,725,475,2,1479,6,Sawyer,Gd,TA,Gd,RFn,2,Attchd,60,CBlock,,0,6,Ex,130500
1974,1974,1350,1064,478,2,1350,6,NWAmes,TA,Gd,TA,RFn,2,Attchd,20,CBlock,TA,1,7,TA,165000
1998,1890,1576,718,704,2,2554,7,OldTown,TA,TA,TA,Unf,1,Detchd,70,BrkTil,,0,8,Ex,159500
2000,1973,1178,1176,439,2,1178,5,NWAmes,TA,Gd,Gd,Unf,1,Attchd,20,CBlock,Fa,1,5,Gd,157000
1994,1993,1325,1311,983,3,2418,7,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,9,Ex,341000
1969,1969,971,971,300,1,971,5,CollgCr,TA,Gd,TA,Unf,1,Attchd,20,CBlock,Po,1,5,TA,128500
1985,1985,1742,1742,564,2,1742,8,StoneBr,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,TA,1,5,TA,275000
2004,2004,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,RFn,1,Attchd,120,PConc,,0,3,Ex,143000
1970,1970,864,864,463,2,864,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Ex,124500
1972,1954,997,941,548,1,1470,4,Edwards,TA,TA,TA,Unf,2,Detchd,50,PConc,,0,7,Ex,135000
2008,2007,1698,1698,768,3,1698,9,Edwards,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,320000
1970,1970,864,864,660,2,864,4,NAmes,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,5,TA,120500
2007,1988,1680,880,540,2,1680,6,Crawfor,Gd,Gd,Gd,Fin,2,Attchd,20,CBlock,Gd,1,5,Ex,222000
2007,2007,1232,1232,632,2,1232,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,194500
1958,1958,1776,1584,888,3,1776,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,9,TA,110000
1950,1925,848,780,539,2,1208,4,IDOTRR,TA,TA,TA,Unf,1,Detchd,30,CBlock,,0,5,TA,103000
1996,1995,1616,1595,608,2,1616,8,StoneBr,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,TA,1,5,Ex,236500
2003,2003,1146,868,438,2,1146,7,Timber,Gd,Ex,Gd,Fin,2,Attchd,80,PConc,Gd,1,6,Ex,187500
1999,1998,1153,1153,541,2,2031,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,222500
1983,1961,1144,864,264,1,1144,5,Sawyer,TA,TA,TA,RFn,1,Attchd,20,CBlock,TA,1,6,Ex,131400
1968,1968,948,948,300,1,948,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,PConc,,0,6,TA,108000
1970,1914,880,880,320,2,1768,7,OldTown,TA,Gd,TA,Unf,1,Detchd,75,BrkTil,TA,2,6,Fa,163000
1950,1950,1040,0,400,2,1040,3,NAmes,TA,,TA,Unf,2,Detchd,90,CBlock,,0,6,Gd,93500
2005,2005,901,893,800,3,1801,8,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,239900
1988,1987,1200,1200,0,0,1200,5,Edwards,TA,Gd,TA,,3,,90,CBlock,,0,5,TA,179000
2004,2004,864,864,572,2,1728,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,190000
2002,1910,768,264,360,2,1432,5,OldTown,TA,Fa,TA,Unf,2,Detchd,70,BrkTil,,0,7,Ex,132000
1996,1961,912,912,288,1,912,6,Sawyer,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,5,Gd,142000
2001,2000,1349,1349,539,2,1349,7,SawyerW,TA,Gd,TA,Unf,2,Attchd,20,PConc,,0,6,Ex,179000
1999,1963,1464,520,480,2,1464,5,Sawyer,TA,Gd,TA,RFn,2,Attchd,80,CBlock,TA,1,6,Ex,175000
1993,1993,1337,1337,462,2,1337,8,StoneBr,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,TA,1,5,Gd,180000
1996,1976,1175,1142,831,2,2715,8,NWAmes,Ex,TA,Gd,Fin,3,BuiltIn,60,CBlock,TA,2,11,Ex,299800
2000,2000,980,952,554,2,2256,7,Gilbert,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,TA,1,8,Ex,236000
2003,1880,1320,1240,864,4,2640,7,OldTown,Gd,TA,Gd,Unf,1,Detchd,70,Stone,Gd,1,8,TA,265979
1996,1996,1720,1720,527,2,1720,7,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,260400
1950,1945,1088,0,240,1,1529,4,Edwards,TA,,TA,Unf,2,Detchd,50,Slab,,0,9,TA,98000
2004,1910,792,576,0,0,1140,4,OldTown,TA,TA,TA,,1,,50,BrkTil,,0,7,Gd,96500
2003,2003,660,660,400,2,1320,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,,0,6,Ex,162000
1997,1997,1494,1479,576,2,1494,6,CollgCr,TA,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,217000
2005,2005,1038,1030,878,3,2098,8,NridgHt,Gd,Gd,Ex,RFn,2,Attchd,60,PConc,Gd,1,8,Gd,275500
2005,1969,1026,1026,440,2,1026,6,NAmes,TA,TA,Gd,RFn,1,Detchd,20,CBlock,,0,5,Gd,156000
1999,1999,742,729,440,2,1471,6,Somerst,TA,Gd,TA,Unf,2,Detchd,160,PConc,,0,6,Gd,172500
2007,2007,866,866,578,2,1768,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,212000
1978,1978,672,672,440,2,1386,6,Sawyer,TA,TA,TA,Fin,2,Attchd,60,CBlock,TA,1,6,TA,158900
1999,1999,757,744,440,2,1501,7,Somerst,TA,Gd,TA,Unf,2,Detchd,160,PConc,,0,6,Gd,179400
1995,1995,1328,1318,752,3,2531,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,9,Ex,290000
1959,1959,864,864,300,1,864,6,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Ex,127500
1950,1924,1301,1145,440,2,1301,5,BrkSide,TA,TA,Fa,Unf,1,Detchd,30,PConc,,0,5,TA,100000
2009,2009,764,756,614,2,1547,7,Somerst,TA,Gd,Gd,Unf,2,Attchd,60,PConc,,0,7,Ex,215200
1999,1999,1268,1252,856,3,2365,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,8,Ex,337000
1996,1995,1494,1494,481,2,1494,8,Veenker,Gd,Gd,Ex,Fin,1,Attchd,120,PConc,Gd,1,6,Ex,270000
2008,2008,1506,1498,592,2,1506,9,Somerst,Gd,Gd,Ex,Fin,2,Attchd,20,PConc,Gd,1,6,Ex,264132
1988,1988,980,980,496,2,1714,7,NWAmes,TA,Gd,TA,Unf,2,Attchd,60,CBlock,TA,1,7,TA,196500
1985,1940,983,983,423,1,1750,6,Mitchel,TA,Gd,TA,Unf,2,Attchd,50,CBlock,,0,7,Ex,160000
2005,2004,1836,1860,484,2,1836,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,216837
2003,2003,1690,1650,841,3,3279,8,StoneBr,Ex,Gd,Ex,Fin,3,BuiltIn,60,PConc,Gd,1,12,Ex,538000
1982,1982,858,858,576,2,858,5,Sawyer,TA,Gd,TA,Unf,1,Detchd,85,CBlock,,0,5,TA,134900
1951,1951,1220,836,396,2,1220,4,Edwards,TA,Fa,TA,Unf,1,Detchd,20,CBlock,,0,6,TA,102000
1976,1976,1117,1029,672,2,1117,6,Edwards,TA,TA,TA,Unf,1,Detchd,80,CBlock,TA,1,6,TA,107000
1958,1958,912,912,275,1,912,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,Ex,114500
2006,2006,1973,1935,895,3,1973,8,NridgHt,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,9,Gd,395000
1998,1998,1204,1204,412,2,1204,6,Mitchel,TA,Ex,TA,Fin,2,Attchd,120,PConc,,0,5,Ex,162000
2006,2005,1614,1614,865,3,1614,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,221500
1974,1974,894,864,440,2,894,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,Fa,1,5,TA,142500
1977,1977,2020,0,630,2,2020,5,SawyerW,TA,,TA,Unf,2,Detchd,90,Slab,TA,2,10,TA,144000
1977,1977,1004,975,504,2,1004,6,Mitchel,TA,Gd,TA,Unf,1,Attchd,90,CBlock,,0,4,TA,135000
1996,1995,1253,1237,402,2,1253,7,Gilbert,TA,Gd,TA,Fin,2,Attchd,20,PConc,TA,1,6,Gd,176000
1992,1992,810,761,484,2,1603,6,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,175900
2002,2001,1430,1413,605,2,1430,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,187100
1978,1978,1110,1097,602,2,1110,5,Mitchel,TA,Gd,Gd,Fin,1,Attchd,85,PConc,TA,1,4,Ex,165500
2001,1914,742,742,0,0,1484,6,OldTown,TA,TA,TA,,2,,75,CBlock,Gd,1,9,Ex,128000
1967,1967,1342,1372,457,2,1342,6,NWAmes,TA,TA,TA,Unf,2,Attchd,20,CBlock,Gd,1,7,TA,161500
1950,1915,966,686,416,1,1652,5,OldTown,TA,Fa,TA,Unf,2,Detchd,50,PConc,,0,7,TA,139000
2004,2004,956,956,618,2,2084,7,SawyerW,Gd,Gd,Gd,RFn,2,BuiltIn,60,PConc,,0,8,Ex,233000
2000,1954,901,901,281,1,901,4,OldTown,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,4,Ex,107900
2007,1966,976,832,444,2,2087,6,ClearCr,TA,TA,Gd,Fin,2,Attchd,60,CBlock,,0,9,Gd,187500
2006,2005,1145,1145,397,2,1145,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,5,Ex,160200
1976,1976,1062,1029,539,2,1062,6,Mitchel,TA,Gd,TA,RFn,1,Attchd,80,PConc,TA,2,5,TA,146800
1997,1996,1127,1117,455,2,2013,7,NoRidge,Gd,Gd,TA,Unf,2,Attchd,60,PConc,TA,1,8,Ex,269790
2007,2007,1496,1496,474,2,1496,8,Somerst,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,7,Ex,225000
1996,1994,1086,712,409,2,1895,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,7,Ex,194500
1981,1980,888,650,476,2,1564,6,SawyerW,TA,Gd,TA,Unf,2,Attchd,60,CBlock,TA,1,7,TA,171000
1977,1977,1285,660,528,2,1285,6,Sawyer,TA,TA,TA,RFn,1,Attchd,20,CBlock,TA,1,7,Ex,143500
1953,1953,773,773,240,1,773,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,4,Gd,110000
2009,2008,1966,1926,820,3,3140,9,NridgHt,Ex,Ex,Ex,Fin,3,BuiltIn,60,PConc,Gd,2,11,Ex,485000
1950,1937,981,731,240,1,1768,5,SWISU,TA,Gd,Gd,Unf,1,Detchd,50,BrkTil,TA,2,7,Ex,175000
1997,1997,616,616,603,2,1688,6,ClearCr,TA,Gd,Gd,RFn,2,Attchd,60,PConc,,0,8,Gd,200000
1990,1916,1196,1196,440,2,1196,4,IDOTRR,TA,TA,TA,Unf,1,Detchd,30,CBlock,,0,5,Ex,109900
2005,2005,728,728,410,2,1456,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,7,Ex,189000
2009,2008,1734,1734,1020,3,2822,9,NridgHt,Ex,Ex,Ex,RFn,3,BuiltIn,60,PConc,Gd,1,12,Ex,582933
1954,1954,1128,936,286,1,1128,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,118000
2008,2008,1428,1417,554,2,1428,7,Somerst,Gd,Gd,Ex,RFn,2,Attchd,20,PConc,,0,6,Ex,227680
1967,1967,980,980,384,1,980,5,NAmes,TA,TA,TA,Fin,2,Attchd,80,PConc,,0,6,Gd,135500
2004,1923,1072,1324,528,2,1576,5,BrkSide,TA,TA,Gd,RFn,1,Attchd,70,CBlock,TA,1,6,Ex,223500
1966,1966,1086,1024,484,2,1086,5,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,Gd,1,6,TA,159950
1965,1898,1075,849,360,2,2138,5,OldTown,TA,TA,TA,Unf,2,Detchd,75,PConc,,0,11,TA,106000
1999,1974,1309,1040,484,2,1309,6,NWAmes,TA,TA,Gd,RFn,1,Attchd,20,CBlock,Fa,1,5,Fa,181000
2004,2004,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,Gd,1,4,Ex,144500
1952,1952,1044,540,504,2,1044,5,IDOTRR,Fa,TA,Fa,Unf,1,Basment,20,CBlock,,0,4,TA,55993
1958,1958,1442,1442,301,1,1442,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,7,Gd,157900
1950,1918,686,686,280,1,1250,5,Edwards,TA,TA,Fa,Unf,1,Detchd,50,BrkTil,,0,7,Gd,116000
1998,1998,1661,1649,598,2,1661,7,CollgCr,TA,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,224900
1954,1954,1008,1008,275,1,1008,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,1,4,Gd,137000
2002,2002,1689,1568,857,3,1689,8,Mitchel,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,2,7,Ex,271000
1971,1971,1052,1010,440,2,1052,6,ClearCr,TA,TA,TA,Unf,1,Attchd,80,CBlock,,0,6,Gd,155000
2010,2009,1358,1358,484,2,1358,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,224000
2003,2003,798,798,595,2,1640,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,183000
1953,1953,936,936,576,2,936,4,OldTown,Fa,Fa,TA,Unf,1,Detchd,20,CBlock,,0,4,TA,93000
2003,2003,847,847,433,2,1733,7,Gilbert,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,7,Ex,225000
1950,1940,944,778,240,1,1489,6,SWISU,TA,TA,TA,Unf,2,Detchd,50,BrkTil,Gd,1,7,TA,139500
2006,2006,1489,1489,776,2,1489,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,232600
2008,2007,2084,2078,1220,3,2084,10,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,385000
1950,1924,784,784,0,0,784,5,BrkSide,TA,TA,Gd,,1,,45,BrkTil,,0,5,Gd,109500
2001,2001,1434,1454,527,2,1434,7,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,TA,1,6,Ex,189000
1967,1967,1160,1013,538,2,2126,5,ClearCr,TA,TA,TA,Fin,2,Attchd,60,PConc,,0,7,TA,185000
